date,link,summary
,,
05.09.2024,/press-centre/releases/aviakompaniya-iraero-i-oak-dogovorilis-o-postavke-37-otechestvennykh-samoletov/,Авиакомпания «ИрАэро» и ОАК договорились о поставке 37 отечественных самолетов
